DOMAIN,CLUSTER,TOKEN,R
REWARD,8,anticipation,0.1494180807277698
REWARD,8,decision_making,0.14845487577147048
REWARD,8,reward_learning,0.13825570969598616
REWARD,8,valence,0.1359051973742492
REWARD,8,monetary_incentive_delay_task,0.1298176553374385
REWARD,8,expectancy,0.12017851703474135
REWARD,8,instrumental_conditioning,0.11651807358660154
REWARD,8,salience,0.11447419395654393
REWARD,8,addiction,0.11220312202008996
REWARD,8,arousal,0.10925371869111836
REWARD,8,reinforcement_learning,0.10548212015684116
REWARD,8,taste,0.1037012081727628
REWARD,8,gambling,0.10269616751062713
REWARD,8,intertemporal_choice,0.10189711584111956
REWARD,8,loss,0.09990564331151472
REWARD,8,loss_aversion,0.09626718464503936
REWARD,8,loss_anticipation,0.09364790549047132
MOTOR_CONTROL,9,motor_control,0.09525548223569408
MOTOR_CONTROL,9,ataxia,0.07885090637108784
MOTOR_CONTROL,9,motor_learning,0.07439145892002436
MOTOR_CONTROL,9,capsaicinevoked_pain,0.07130456497049226
MOTOR_CONTROL,9,movement,0.07065931178654326
COVERT,10,body_image_selfreflection_task,0.07886277353568795
COVERT,10,fluency_induction,0.07886277353568781
COVERT,10,episodic_recombination_paradigm,0.07886277353568769
COVERT,10,braille_dot,0.07270390983433846
COVERT,10,motor_learning,0.05847239372039637
COVERT,10,vection,0.05608086773821932
COVERT,10,retinotopic_mapping_task,0.054617046628034537
COVERT,10,motor_control,0.054307581616578136
COVERT,10,movement,0.05410344382906311
COVERT,10,execution,0.05221404783770557
COVERT,10,divided_auditory_attention,0.05203330075923647
COVERT,10,covert,0.050556603115868286
MOTOR_LEARNING,11,music_comprehension_production,0.08134479525657992
MOTOR_LEARNING,11,music_comprehensionproduction,0.08134479525657992
MOTOR_LEARNING,11,olfactory_monitoringdiscrimination,0.08134479525657992
MOTOR_LEARNING,11,fluency_induction,0.08134479525657982
MOTOR_LEARNING,11,compensatory_tracking_task,0.059464040852924074
MOTOR_LEARNING,11,articulatory_rehearsal,0.05197056899542071
MOTOR_LEARNING,11,motor_control,0.04960449032549532
MOTOR_LEARNING,11,emotional_regulation_task,0.04553473901397435
MOTOR_LEARNING,11,judgment_line_orientation_task,0.04553473901397423
MOTOR_LEARNING,11,adaptive_nback_task,0.04553473901397418
MOTOR_LEARNING,11,execution,0.04489640560865814
MOTOR_LEARNING,11,rehearsal,0.04410768668131978
MOTOR_LEARNING,11,know_task,0.0435481087659558
MOTOR_LEARNING,11,motor_learning,0.0419909069133772
MOTOR_LEARNING,11,coordination,0.04099204696184005
MOTOR_LEARNING,11,phonological_code,0.0407806338756786
EMOTION,12,emotion,0.12640781137467347
EMOTION,12,fear,0.09287900348462066
EMOTION,12,arousal,0.09225658462777772
EMOTION,12,theory_mind,0.08994009098901734
EMOTION,12,sadness,0.08943277257753422
EMOTION,12,valence,0.08942271679876794
EMOTION,12,facial_expression,0.08926144963356801
EMOTION,12,disgust,0.08665401760749318
EMOTION,12,empathy,0.0861536098178203
EMOTION,12,speech,0.08349025571067356
EMOTION,12,negative_emotion,0.08159988849093455
EMOTION,12,language,0.08156563769057745
EMOTION,12,language_processing,0.08091846625762572
EMOTION,12,happiness,0.07862794768613396
EMOTION,12,prosody,0.07763167757814174
EMOTION,12,narrative,0.07753567636683954
EMOTION,12,social_cognition,0.07437594880788963
EMOTION,12,autobiographical_memory,0.07354578554104249
EMOTION,12,semantic_processing,0.07262514207192243
EMOTION,12,listening,0.07224572928118546
EMOTION,12,speech_processing,0.06868371247326653
EMOTION,12,syntax,0.0672319886835793
EMOTION,12,language_comprehension,0.06530564607827928
EMOTION,12,theory_mind_task,0.06529382086828571
EMOTION,12,semantic_memory,0.0630198523485668
COORDINATION,13,autonomic_nervous_system_function,0.06351479250072364
COORDINATION,13,vestibular_stimulation,0.05378006680048434
COORDINATION,13,vestibular,0.04797359695072323
COORDINATION,13,tone_monitordiscrimination,0.04741088721936212
COORDINATION,13,recitationrepetition,0.04741088721936212
COORDINATION,13,angling_risk_task,0.04741088721936207
COORDINATION,13,circadian_rhythm,0.046268591422579435
COORDINATION,13,vection,0.04609020544087528
COORDINATION,13,heat,0.03587894008348086
COORDINATION,13,breathholding,0.03502843669996244
COORDINATION,13,globallocal_task,0.033917020790325346
COORDINATION,13,drawing_paradigm,0.03280361736678119
COORDINATION,13,self_knowledge,0.03225768601878564
COORDINATION,13,motor_learning,0.03211573265135919
COORDINATION,13,rest_eye_open,0.03200864041903629
COORDINATION,13,concept_learning,0.03200864041903583
COORDINATION,13,mirror_reading_task,0.03136650074517368
COORDINATION,13,vestibular_control,0.03136650074517367
COORDINATION,13,delay_conditioning,0.02980957614434205
COORDINATION,13,orientation_test,0.029809576144341918
COORDINATION,13,visual_orientation,0.029142327504383763
COORDINATION,13,tapping_task,0.028263008331600562
COORDINATION,13,coordination,0.028120762605110573
COORDINATION,13,pain,0.028106747130635882
COORDINATION,13,articulatory_rehearsal,0.02745849474541328
MEMORY,14,memory,0.1863006437682011
MEMORY,14,episodic_memory,0.17041516126008532
MEMORY,14,declarative_memory,0.15214045543164156
MEMORY,14,recognition_memory,0.14954655004391074
MEMORY,14,retrieval,0.1476740023557308
MEMORY,14,remembering,0.14738529828081026
MEMORY,14,encoding,0.12840938647478642
MEMORY,14,recognition,0.12655626421138644
MEMORY,14,recall,0.12346121909121105
MEMORY,14,autobiographical_memory,0.12192008266422608
MEMORY,14,episodic_simulation,0.12012193661936052
MEMORY,14,semantic_memory,0.11967885301601985
MEMORY,14,familiarity,0.11429748268751773
MEMORY,14,source_memory,0.11393238994275035
MEMORY,14,spatial_memory,0.11166829102176506
MEMORY,14,encoding_task,0.10928301412031337
MEMORY,14,memory_process,0.10799965496337502
MEMORY,14,remote_memory,0.10313367922522412
MEMORY,14,cognitive_map,0.10128150809748217
EPISODIC_MEMORY,15,episodic_memory,0.12113099333187086
EPISODIC_MEMORY,15,memory,0.11391964725103695
EPISODIC_MEMORY,15,remembering,0.10591629902775776
EPISODIC_MEMORY,15,memory_retrieval,0.1049102143699164
EPISODIC_MEMORY,15,retrieval,0.10355405209070516
EPISODIC_MEMORY,15,autobiographical_memory,0.09612593492663768
EPISODIC_MEMORY,15,source_memory,0.09193733391302483
EPISODIC_MEMORY,15,prospection,0.09177576937137327
EPISODIC_MEMORY,15,recall,0.08720189204673906
EPISODIC_MEMORY,15,recognition_memory,0.08004151607682125
EPISODIC_MEMORY,15,episodic_simulation,0.07961071263512429
EPISODIC_MEMORY,15,navigation,0.07929655577486328
EPISODIC_MEMORY,15,encoding,0.07876648232072123
EPISODIC_MEMORY,15,spatial_memory,0.07500830416593365
EPISODIC_MEMORY,15,visual_attention,0.07472058104225937
EPISODIC_MEMORY,15,theory_mind,0.07297684148567235
EPISODIC_MEMORY,15,thought,0.07212662581364168
EPISODIC_MEMORY,15,mental_imagery,0.06898903538835283
EPISODIC_MEMORY,15,visual_imagery,0.06874453317989418
EPISODIC_MEMORY,15,spatial_attention,0.06842657152646148
HEARING,16,hearing,0.21192493703240567
HEARING,16,listening,0.19900104077691685
HEARING,16,speech,0.1968351725945401
HEARING,16,speech_perception,0.17825498298710604
HEARING,16,speech_processing,0.17451594174538912
HEARING,16,tone,0.16795523437064278
HEARING,16,music,0.15354686211092866
HEARING,16,melody,0.14426467499300338
HEARING,16,passive_listening,0.14370978432071746
HEARING,16,auditory_perception,0.13714741766924055
HEARING,16,audition,0.12546856353664826
HEARING,16,speech_production,0.12272383463145987
HEARING,16,syllable,0.11754490833815855
HEARING,16,intonation,0.11077739328762652
HEARING,16,prosody,0.1091792219392968
HEARING,16,painful_stimulation,0.10895815403488067
HEARING,16,pitch_discrimination,0.10646068286449492
HEARING,16,pain,0.1052220490909773
MEANING,17,recognition,0.1446971068424292
MEANING,17,retrieval,0.142652784192269
MEANING,17,familiarity,0.141644721871636
MEANING,17,word,0.1364040018136582
MEANING,17,face_perception,0.12919242498677547
MEANING,17,vision,0.12630452368052747
MEANING,17,memory,0.1262916561854466
MEANING,17,object_recognition,0.12576592836199002
MEANING,17,semantic_processing,0.12539447560453126
MEANING,17,remembering,0.12351115812753455
MEANING,17,reading,0.12022329556054495
MEANING,17,picture,0.11522894033484105
MEANING,17,naming,0.1142157040074272
MEANING,17,recognition_memory,0.11179786269998176
MEANING,17,visual_perception,0.10993892345452448
MEANING,17,encoding,0.10747247916440623
MEANING,17,visual_imagery,0.10631333482320862
MEANING,17,judgment,0.10610782987612896
MEANING,17,visual_object,0.10560477814383044
MEANING,17,name,0.10407425300832557
MEANING,17,meaning,0.10357356289947804
MEANING,17,episodic_memory,0.102386799877621
MEANING,17,visual_attention,0.09871616447949108
MEANING,17,semantic_information,0.09847967795061552
MEANING,17,semantics,0.09831462305607216
ARM,18,motor_control,0.08374132648143329
ARM,18,ataxia,0.08131020050137283
ARM,18,motor_learning,0.06819846179449485
ARM,18,movement,0.06807541766293868
ARM,18,coordination,0.06318692806113647
ARM,18,arm,0.0625409196204039
ANTICIPATION,19,reward,0.21032125395348528
ANTICIPATION,19,reward_processing,0.16976428400290347
ANTICIPATION,19,reward_anticipation,0.15770931443582234
ANTICIPATION,19,anticipation,0.15731195452368252
ANTICIPATION,19,monetary_incentive_delay_task,0.15020390467992867
ANTICIPATION,19,feedback,0.11639749292510584
ANTICIPATION,19,instrumental_conditioning,0.114037921606093
ANTICIPATION,19,reinforcement_learning,0.10341359584005487
ANTICIPATION,19,reward_learning,0.09625325167687697
ANTICIPATION,19,expectancy,0.09487849930141122
ANTICIPATION,19,motor_control,0.0904038275102395
ANTICIPATION,19,loss_anticipation,0.08805689857726781
ANTICIPATION,19,habit_learning,0.08347401412128704
FOOT,20,smile_response,0.10065901512502104
FOOT,20,episodic_recombination_paradigm,0.10065901512501957
FOOT,20,vection,0.08804453574359894
FOOT,20,autonomic_nervous_system_function,0.07526023994529217
FOOT,20,vestibular,0.05815550254722913
FOOT,20,forward_digit_span_task,0.05696534928715885
FOOT,20,block_tapping_test,0.05696534928715885
FOOT,20,availability_heuristic,0.04883534695963728
FOOT,20,ataxia,0.04849048753477829
FOOT,20,foot,0.04830769910974444
FOOT,20,acupuncture,0.04665878277377728
FOOT,20,vestibular_stimulation,0.04512671756447007
FOOT,20,visuospatial_sketch_pad,0.04267733270940762
FOOT,20,isometric_force,0.041961281986775525
FOOT,20,motor_learning,0.041658948107133865
FOOT,20,hypercapnia,0.04064755160679567
FOOT,20,backward_digit_span_task,0.03906041605305648
FOOT,20,pain,0.03721859324587783
FOOT,20,breathholding,0.037031727651482896
FOOT,20,imagination,0.03692033594418758
FOOT,20,movement,0.03627779273770357
FOOT,20,finger_tapping,0.03626573684917992
FOOT,20,leg,0.03597010556932961
FOOT,20,motor_control,0.034650163408289615
VALENCE,21,fear,0.2253748149966777
VALENCE,21,emotion,0.22490248573023908
VALENCE,21,facial_expression,0.19289377893059487
VALENCE,21,valence,0.19162499208763167
VALENCE,21,arousal,0.17379363811189552
VALENCE,21,memory,0.16396216012350553
VALENCE,21,emotional_memory,0.15742458328789266
VALENCE,21,face,0.15691201703696347
VALENCE,21,declarative_memory,0.15152256637722095
JUDGING,22,tone_monitordiscrimination,0.06711376131137016
JUDGING,22,recitationrepetition,0.06711376131137016
JUDGING,22,reasoning_activity,0.05271231597249094
JUDGING,22,heat_sensation,0.050031334615844456
JUDGING,22,capsaicinevoked_pain,0.048279049383532516
JUDGING,22,auditory_temporal_discrimination_task,0.046550740865062695
JUDGING,22,rest_paradigm,0.04301880122611637
JUDGING,22,circadian_rhythm,0.03807971943215263
JUDGING,22,judging,0.03734194959591016
JUDGING,22,whyhow_task,0.03726883519819764
JUDGING,22,block_tapping_test,0.03726883519819756
JUDGING,22,forward_digit_span_task,0.03726883519819755
JUDGING,22,visual_pursuit,0.03700233370620416
JUDGING,22,episodic_simulation,0.03581251347319976
JUDGING,22,word_comprehension,0.03371506628373632
JUDGING,22,articulatory_rehearsal,0.03370893546123915
JUDGING,22,body_image_selfreflection_task,0.032915049304277216
JUDGING,22,intensity_somatosensory_stimulation,0.03291504930427678
JUDGING,22,adaptive_control,0.032172217514748185
JUDGING,22,source_memory,0.03207383989776598
JUDGING,22,paranoia,0.03168853587757706
JUDGING,22,coordination,0.03156606691727331
VESTIBULAR,23,free_list,0.07957426779745863
VESTIBULAR,23,implicit_association_task,0.054184502951311934
VESTIBULAR,23,visual_pursuit,0.04531924636549617
VESTIBULAR,23,vertical_checkerboard,0.0448037836355807
VESTIBULAR,23,play_activity,0.044803783635580456
VESTIBULAR,23,induced_panic,0.044803783635580366
VESTIBULAR,23,stroop_task_paradigm,0.04480378363558026
VESTIBULAR,23,lateralized_activity,0.041655471010811976
VESTIBULAR,23,ataxia,0.04038653857307843
VESTIBULAR,23,episodic_future_thinking,0.03998010070901105
VESTIBULAR,23,film_clip,0.039734957395386634
VESTIBULAR,23,vestibular_stimulation,0.03880638163641412
VESTIBULAR,23,thinknothink_task,0.03830819716008856
VESTIBULAR,23,emotional_bonding,0.038308197160088084
VESTIBULAR,23,vection,0.03779322876138376
VESTIBULAR,23,vestibular,0.03774212476233856
HUNGER,24,drawing_paradigm,0.10485678540499624
HUNGER,24,bitterness,0.07788765350748186
HUNGER,24,wechsler_intelligence_scale_child_revised,0.0656154722620998
HUNGER,24,scene_recognition_task,0.05131864802746139
HUNGER,24,vestibular_control,0.051318648027461285
HUNGER,24,discourse_production,0.051318648027461285
HUNGER,24,meditation_task,0.05131864802746085
HUNGER,24,olfactory_sensation,0.048209258017733465
HUNGER,24,emotional_decision_making,0.04820925801773327
HUNGER,24,reentrant_processing,0.04556982862428165
HUNGER,24,capsaicinevoked_pain,0.041590787141534635
HUNGER,24,adult_attachment_interview,0.04129719561238556
HUNGER,24,oculomotor_function,0.04104872463081427
HUNGER,24,social_judgment_task,0.039531884341561366
HUNGER,24,metamemory,0.03683647352266667
HUNGER,24,behavioral_activity,0.03653184335971334
HUNGER,24,distraction_paradigm,0.03653184335971333
HUNGER,24,hypercapnia,0.036430043164208316
HUNGER,24,facial_recognition,0.0361869261063287
HUNGER,24,hunger,0.03589140660432931
HUNGER,24,delayed_recall_test,0.03524091296635913
HUNGER,24,somesthesis,0.03524091296635906
HUNGER,24,gustatory_perception,0.03297860953267925
HUNGER,24,proper_noun,0.030189395668104108
HUNGER,24,reversal_learning_task,0.029996656815737738
